customer_id,customer_name,customer_segment,preferred_payment_method,communication_opt_in,customer_lifetime_value,successful_payment_count,failed_payment_count,total_payment_attempts
UNSEEN_CUST_00331,Agastya Kanda,regular,upi,True,72496.12,3,0,3
UNSEEN_CUST_00332,William Shankar,regular,upi,True,26831.71,0,0,0
UNSEEN_CUST_00333,Jasmit Das,regular,upi,True,68994.03,1,1,2
UNSEEN_CUST_00334,Sai Mannan,regular,upi,True,73838.95,3,1,4
UNSEEN_CUST_00335,Patrick Rao,regular,upi,True,40466.72,2,0,2
UNSEEN_CUST_00336,Yatin Divan,high_value,upi,False,223674.56,5,0,5
UNSEEN_CUST_00337,Yashvi Shukla,regular,upi,True,69107.62,3,1,4
UNSEEN_CUST_00338,Megha Nanda,high_value,card,True,125687.51,3,0,3
UNSEEN_CUST_00339,Anusha Kapur,regular,upi,True,39175.05,2,0,2
UNSEEN_CUST_00340,Ethan Bhardwaj,regular,card,True,37297.03,5,1,6
UNSEEN_CUST_00341,Kabir Kata,regular,upi,False,94287.72,3,0,3
UNSEEN_CUST_00342,Prisha Ahuja,new,netbanking,True,10237.2,4,5,9
UNSEEN_CUST_00343,Siddharth Lalla,regular,upi,True,73183.98,3,0,3
UNSEEN_CUST_00344,Wridesh Chander,regular,upi,True,36237.03,4,1,5
UNSEEN_CUST_00345,Abdul Gill,regular,upi,True,89410.15,3,0,3
UNSEEN_CUST_00346,Gabriel Sahota,regular,card,True,22955.41,1,1,2
UNSEEN_CUST_00347,Joshua Kanda,new,card,True,4077.46,2,1,3
UNSEEN_CUST_00348,Hiral Lata,high_value,card,True,132792.52,2,1,3
UNSEEN_CUST_00349,Jackson Kala,regular,upi,True,97395.82,1,2,3
UNSEEN_CUST_00350,Ria Atwal,regular,card,True,24126.49,1,0,1
UNSEEN_CUST_00351,Vrinda Borra,regular,upi,True,72882.8,4,1,5
UNSEEN_CUST_00352,Zaid Tara,regular,card,True,40471.74,4,0,4
UNSEEN_CUST_00353,Abeer Thaman,regular,upi,True,62507.37,2,1,3
UNSEEN_CUST_00354,Nikita Mitra,regular,upi,True,83621.39,2,1,3
UNSEEN_CUST_00355,Avni Ratta,new,upi,True,12351.04,1,3,4
UNSEEN_CUST_00356,Harinakshi Vyas,regular,card,True,28571.82,2,1,3
UNSEEN_CUST_00357,Jalsa Pillai,regular,card,True,79078.33,2,0,2
UNSEEN_CUST_00358,Yug Thakur,regular,card,True,43298.94,4,1,5
UNSEEN_CUST_00359,Yug Raman,new,card,True,8313.95,3,1,4
UNSEEN_CUST_00360,Gayathri Viswanathan,new,netbanking,True,9020.63,5,0,5
UNSEEN_CUST_00361,Kamala Cheema,new,upi,True,16533.44,1,1,2
UNSEEN_CUST_00362,Janani Swaminathan,regular,upi,True,71831.87,1,0,1
UNSEEN_CUST_00363,Tripti Manne,high_value,card,True,264593.94,2,0,2
UNSEEN_CUST_00364,Divya Varma,regular,upi,True,46517.5,3,2,5
UNSEEN_CUST_00365,Mahika Cheema,regular,upi,True,34808.55,3,0,3
UNSEEN_CUST_00366,Vinaya Bedi,high_value,upi,True,121410.55,4,0,4
UNSEEN_CUST_00367,Yamini Rao,high_value,upi,True,124606.96,5,1,6
UNSEEN_CUST_00368,Sai Narang,regular,netbanking,True,70368.56,4,0,4
UNSEEN_CUST_00369,Aashi Pandit,regular,upi,True,89193.44,3,1,4
UNSEEN_CUST_00370,Warhi Soman,regular,upi,True,21782.32,1,1,2
UNSEEN_CUST_00371,Waida Biswas,regular,upi,True,32236.48,5,1,6
UNSEEN_CUST_00372,Noah Kant,regular,upi,True,81376.32,3,0,3
UNSEEN_CUST_00373,Hemang Dara,regular,upi,False,68516.61,3,1,4
UNSEEN_CUST_00374,Vansha Wali,new,netbanking,True,18954.24,6,1,7
UNSEEN_CUST_00375,Bakhshi Gaba,regular,upi,True,77736.65,2,1,3
UNSEEN_CUST_00376,Janani Memon,regular,upi,True,89186.19,2,2,4
UNSEEN_CUST_00377,Parth Swamy,regular,netbanking,True,78960.02,2,2,4
UNSEEN_CUST_00378,Vivaan Palla,regular,upi,True,89703.92,4,0,4
UNSEEN_CUST_00379,Triya Prabhu,regular,card,True,23144.99,3,2,5
UNSEEN_CUST_00380,Simon Bakshi,regular,upi,False,43068.69,1,0,1
UNSEEN_CUST_00381,Ira Narayan,new,netbanking,True,1062.7,3,0,3
UNSEEN_CUST_00382,Pahal Natarajan,regular,upi,True,53545.78,4,0,4
UNSEEN_CUST_00383,Gayathri Muni,high_value,upi,True,206677.49,2,0,2
UNSEEN_CUST_00384,Chakradhar Kota,regular,upi,True,69093.34,3,0,3
UNSEEN_CUST_00385,Janani Bhasin,high_value,upi,True,302882.65,3,1,4
UNSEEN_CUST_00386,Amruta Goel,high_value,upi,False,252613.66,1,1,2
UNSEEN_CUST_00387,Gunbir Sahota,high_value,card,True,251885.59,2,0,2
UNSEEN_CUST_00388,Lekha Shere,regular,card,True,75693.16,4,0,4
UNSEEN_CUST_00389,Sara Tella,high_value,upi,True,275439.93,1,0,1
UNSEEN_CUST_00390,Yasti Tata,regular,upi,True,81277.09,1,3,4
UNSEEN_CUST_00391,Chakradhar Chaudhari,high_value,card,True,175518.41,4,0,4
UNSEEN_CUST_00392,Eta Hora,new,card,True,2776.36,6,1,7
UNSEEN_CUST_00393,Bhavini Raj,regular,card,False,57018.36,2,0,2
UNSEEN_CUST_00394,Krisha Nayar,regular,upi,True,59307.42,1,1,2
UNSEEN_CUST_00395,Gagan Lall,regular,upi,True,27481.7,3,0,3
UNSEEN_CUST_00396,Vedika Devi,high_value,upi,False,333278.61,5,1,6
UNSEEN_CUST_00397,Irya Saini,regular,upi,True,55633.07,1,0,1
UNSEEN_CUST_00398,Kritika Nazareth,regular,netbanking,True,76112.68,3,2,5
UNSEEN_CUST_00399,Abhiram Tiwari,regular,upi,True,31958.74,3,1,4
UNSEEN_CUST_00400,Yauvani Sachdev,regular,card,True,60833.08,2,1,3
UNSEEN_CUST_00401,Sara Rajagopal,regular,upi,True,20760.22,2,0,2
UNSEEN_CUST_00402,Rayaan Vasa,regular,netbanking,True,26802.24,3,2,5
UNSEEN_CUST_00403,Mahika Bandi,regular,upi,True,64018.05,3,0,3
UNSEEN_CUST_00404,Niharika Bajaj,regular,card,True,57411.36,2,0,2
UNSEEN_CUST_00405,Champak Issac,high_value,netbanking,True,422086.46,3,1,4
UNSEEN_CUST_00406,Anya Dhar,regular,upi,True,66330.28,4,1,5
UNSEEN_CUST_00407,Noah Bail,regular,netbanking,False,25437.06,3,0,3
UNSEEN_CUST_00408,Bimala Lata,high_value,upi,True,183840.93,2,1,3
UNSEEN_CUST_00409,Garima Edwin,high_value,upi,True,404361.89,3,0,3
UNSEEN_CUST_00410,Nathaniel Yogi,high_value,upi,True,431145.51,2,0,2
UNSEEN_CUST_00411,Tanmayi Gulati,regular,upi,True,52702.67,5,0,5
UNSEEN_CUST_00412,Yash Dasgupta,regular,upi,True,28784.67,5,1,6
UNSEEN_CUST_00413,Ikshita Sane,regular,netbanking,True,34483.35,4,2,6
UNSEEN_CUST_00414,Prisha Shankar,regular,upi,True,48133.9,1,0,1
UNSEEN_CUST_00415,Pratyush Yogi,high_value,card,True,311124.9,1,0,1
UNSEEN_CUST_00416,Leena Pathak,high_value,upi,False,258067.57,1,0,1
UNSEEN_CUST_00417,Veer Char,new,upi,True,19469.69,4,3,7
UNSEEN_CUST_00418,Gunbir Kapur,regular,netbanking,True,73323.06,2,0,2
UNSEEN_CUST_00419,Gaurangi Mani,regular,card,False,67984.02,3,1,4
UNSEEN_CUST_00420,Jagat Wason,regular,card,True,76929.62,5,0,5
UNSEEN_CUST_00421,Mitali Hora,regular,netbanking,True,47745.97,2,0,2
UNSEEN_CUST_00422,Sudiksha Shankar,high_value,card,True,418284.65,1,0,1
UNSEEN_CUST_00423,Nachiket Kothari,regular,netbanking,True,66720.09,3,0,3
UNSEEN_CUST_00424,Ishaan Desai,regular,card,False,29696.9,3,2,5
UNSEEN_CUST_00425,Manya Chacko,new,netbanking,True,9920.18,2,1,3
UNSEEN_CUST_00426,Arya Guha,new,card,True,16742.13,3,1,4
UNSEEN_CUST_00427,Jai Raju,regular,card,True,95632.23,1,0,1
UNSEEN_CUST_00428,Zinal Bhatt,regular,upi,True,36495.2,1,1,2
UNSEEN_CUST_00429,Aarini Varkey,regular,netbanking,True,26163.46,3,0,3
UNSEEN_CUST_00430,Tanish Comar,high_value,netbanking,True,217484.17,3,2,5
UNSEEN_CUST_00431,Hemangini Sarin,regular,upi,True,71932.26,5,0,5
UNSEEN_CUST_00432,Upkaar Kar,high_value,upi,True,252508.27,4,0,4
UNSEEN_CUST_00433,Jhalak Chowdhury,regular,upi,True,81821.62,2,2,4
UNSEEN_CUST_00434,Quincy Badami,regular,upi,True,81320.58,4,1,5
UNSEEN_CUST_00435,Nathan Saraf,regular,upi,True,78923.2,4,0,4
UNSEEN_CUST_00436,Falguni Aurora,regular,upi,True,54535.97,0,1,1
UNSEEN_CUST_00437,Mugdha Mahal,new,upi,True,8696.87,2,0,2
UNSEEN_CUST_00438,Hiral Cherian,regular,upi,True,67238.01,3,0,3
UNSEEN_CUST_00439,Bhavani Lal,regular,card,True,74198.2,2,0,2
UNSEEN_CUST_00440,Dev Halder,regular,card,True,45227.76,5,0,5
UNSEEN_CUST_00441,Tamanna Johal,regular,upi,True,35714.93,2,0,2
UNSEEN_CUST_00442,Balveer Kapur,regular,card,True,58809.91,2,2,4
UNSEEN_CUST_00443,Nirja Raja,high_value,card,True,243911.5,2,1,3
UNSEEN_CUST_00444,Qarin Dyal,regular,card,False,85682.79,1,2,3
UNSEEN_CUST_00445,Vivaan Kamdar,high_value,upi,True,148603.84,1,0,1
UNSEEN_CUST_00446,Vaishnavi Zachariah,regular,upi,True,44882.52,6,1,7
UNSEEN_CUST_00447,Zaid Munshi,high_value,card,True,102143.42,2,0,2
UNSEEN_CUST_00448,Ranveer Dani,regular,card,True,84442.62,1,1,2
UNSEEN_CUST_00449,Sudiksha Seshadri,new,upi,True,16080.2,1,2,3
UNSEEN_CUST_00450,Damini Bakshi,regular,card,True,92913.32,6,0,6
UNSEEN_CUST_00451,Imaran Choudhry,regular,netbanking,True,89405.02,2,1,3
UNSEEN_CUST_00452,Siddharth Lal,regular,upi,True,43822.77,5,0,5
UNSEEN_CUST_00453,Varsha Shukla,regular,upi,True,86983.16,1,0,1
UNSEEN_CUST_00454,Jagrati Dugar,regular,card,True,41351.69,3,2,5
UNSEEN_CUST_00455,Xiti Bedi,regular,netbanking,True,34889.77,1,1,2
UNSEEN_CUST_00456,Yashvi Krishna,regular,upi,True,88749.83,5,0,5
UNSEEN_CUST_00457,Max Sarna,new,card,True,10932.14,3,2,5
UNSEEN_CUST_00458,Advika Sankar,regular,card,True,88023.45,3,0,3
UNSEEN_CUST_00459,Wriddhish Palan,regular,netbanking,True,81417.0,2,1,3
UNSEEN_CUST_00460,Upadhriti Dhawan,regular,card,False,86049.58,1,0,1
UNSEEN_CUST_00461,Edhitha Sachar,regular,upi,True,70584.02,1,1,2
UNSEEN_CUST_00462,Jai Bhavsar,regular,upi,True,98739.45,5,1,6
UNSEEN_CUST_00463,Ira Ahuja,regular,upi,True,55469.32,4,3,7
UNSEEN_CUST_00464,Pratyush Viswanathan,regular,upi,True,29246.41,4,3,7
UNSEEN_CUST_00465,Veda Gala,regular,card,True,55592.86,6,1,7
UNSEEN_CUST_00466,Aarnav Tata,high_value,netbanking,True,259891.63,5,2,7
UNSEEN_CUST_00467,Jagvi Murty,regular,upi,True,76760.07,3,0,3
UNSEEN_CUST_00468,Guneet Chopra,regular,upi,True,48776.59,2,1,3
UNSEEN_CUST_00469,Gabriel Nayak,regular,netbanking,True,96113.08,3,0,3
UNSEEN_CUST_00470,Warinder Lalla,regular,upi,True,70418.53,3,1,4
UNSEEN_CUST_00471,Bahadurjit Raj,regular,upi,True,99223.83,5,2,7
UNSEEN_CUST_00472,Pahal Badal,regular,upi,True,31800.61,3,1,4
UNSEEN_CUST_00473,Sudiksha Bhardwaj,regular,upi,True,38006.64,3,1,4
UNSEEN_CUST_00474,Quincy Chaudhary,regular,upi,False,41242.35,1,0,1
UNSEEN_CUST_00475,Sachi Seshadri,new,upi,False,8213.11,2,1,3
UNSEEN_CUST_00476,Chakradev Mane,regular,upi,True,40605.38,3,0,3
UNSEEN_CUST_00477,Falak Nagarajan,regular,upi,True,29566.18,4,0,4
UNSEEN_CUST_00478,Divya Natt,regular,upi,True,33744.48,2,0,2
UNSEEN_CUST_00479,Nirja Upadhyay,high_value,upi,True,124530.83,2,0,2
UNSEEN_CUST_00480,Lakshit Gandhi,new,card,True,9844.6,1,1,2
UNSEEN_CUST_00481,Reyansh Sarin,regular,upi,True,91021.43,3,0,3
UNSEEN_CUST_00482,Lopa Iyengar,high_value,upi,True,285172.28,3,2,5
UNSEEN_CUST_00483,Aarush Peri,regular,card,True,62225.67,5,1,6
UNSEEN_CUST_00484,Wakeeta Comar,regular,upi,True,30032.97,1,2,3
UNSEEN_CUST_00485,Vansha Salvi,regular,upi,False,67987.29,1,1,2
UNSEEN_CUST_00486,Aahana Mitter,regular,upi,True,99193.51,3,2,5
UNSEEN_CUST_00487,Darika Mannan,high_value,card,True,198244.78,3,0,3
UNSEEN_CUST_00488,Bahadurjit Mannan,new,upi,True,14464.77,4,0,4
UNSEEN_CUST_00489,Nimrat Nagarajan,high_value,upi,True,413283.23,4,0,4
UNSEEN_CUST_00490,Vaishnavi Tandon,regular,netbanking,True,71474.32,2,1,3
UNSEEN_CUST_00491,Nidhi Tella,regular,upi,True,68304.86,4,2,6
UNSEEN_CUST_00492,Mitali Morar,regular,upi,True,92668.03,3,2,5
UNSEEN_CUST_00493,Teerth Dayal,regular,upi,False,35676.63,2,0,2
UNSEEN_CUST_00494,Zaitra Nori,new,card,True,18814.74,1,0,1
UNSEEN_CUST_00495,Balvan Dara,regular,upi,True,27581.2,6,1,7
UNSEEN_CUST_00496,Ayaan Nagarajan,new,upi,True,3357.7,2,2,4
UNSEEN_CUST_00497,Hamsini Dhillon,regular,netbanking,True,68978.88,1,0,1
UNSEEN_CUST_00498,Aarnav Pillay,regular,card,True,37225.51,1,2,3
UNSEEN_CUST_00499,Hitesh Kale,new,upi,True,10484.46,0,1,1
UNSEEN_CUST_00500,Logan Narain,regular,upi,True,94866.16,5,0,5
UNSEEN_CUST_00501,Warhi Saxena,regular,card,True,25231.75,0,1,1
UNSEEN_CUST_00502,Ishaan Sandhu,new,netbanking,False,2320.75,2,2,4
UNSEEN_CUST_00503,Harinakshi Dave,regular,card,True,67275.71,1,0,1
UNSEEN_CUST_00504,Rajata Bedi,regular,upi,False,41822.71,2,0,2
UNSEEN_CUST_00505,Sathvik Gole,regular,upi,True,33104.46,1,0,1
UNSEEN_CUST_00506,Jasmit Edwin,regular,card,True,45848.05,4,1,5
UNSEEN_CUST_00507,Aishani Shere,regular,netbanking,True,90102.68,3,1,4
UNSEEN_CUST_00508,George Shan,high_value,upi,True,414393.77,0,0,0
UNSEEN_CUST_00509,Bina Chawla,regular,upi,True,58931.31,2,1,3
UNSEEN_CUST_00510,Yashoda Sagar,regular,upi,True,84680.71,5,0,5
UNSEEN_CUST_00511,Anay Choudhary,regular,card,True,38065.02,5,1,6
UNSEEN_CUST_00512,Vedant Kapur,new,upi,True,13741.75,4,0,4
UNSEEN_CUST_00513,Timothy Dara,regular,card,True,24786.96,3,2,5
UNSEEN_CUST_00514,Balendra Iyengar,regular,card,True,21234.16,5,0,5
UNSEEN_CUST_00515,Niharika Jhaveri,regular,card,True,52385.87,1,1,2
UNSEEN_CUST_00516,Brinda Dash,new,card,True,16614.06,1,1,2
UNSEEN_CUST_00517,Diya Hegde,regular,netbanking,True,83596.73,3,1,4
UNSEEN_CUST_00518,Triya Babu,new,upi,True,6668.94,1,1,2
UNSEEN_CUST_00519,Om Raman,regular,upi,True,98109.89,4,1,5
UNSEEN_CUST_00520,Jagrati Bhalla,regular,upi,True,72230.17,5,0,5
UNSEEN_CUST_00521,Neelima Swamy,new,upi,True,8313.48,7,2,9
UNSEEN_CUST_00522,Chakrika Buch,regular,netbanking,True,79658.63,2,1,3
UNSEEN_CUST_00523,Ronith Balay,high_value,card,True,186066.97,5,2,7
UNSEEN_CUST_00524,Girindra Soman,new,upi,True,4763.31,3,1,4
UNSEEN_CUST_00525,Hredhaan Shah,high_value,upi,True,316964.84,2,1,3
UNSEEN_CUST_00526,Samuel Kaur,new,upi,True,6768.58,5,1,6
UNSEEN_CUST_00527,Gautam Rajagopalan,high_value,card,True,370557.44,4,2,6
UNSEEN_CUST_00528,Yochana Sehgal,new,upi,True,14416.66,0,0,0
UNSEEN_CUST_00529,Sneha Oommen,regular,upi,True,79794.76,3,1,4
UNSEEN_CUST_00530,Vasatika Wagle,regular,netbanking,True,31164.45,4,1,5
UNSEEN_CUST_00531,Hema Kapadia,regular,card,True,98742.97,6,0,6
UNSEEN_CUST_00532,Chatresh Bhat,high_value,card,True,279068.23,3,1,4
UNSEEN_CUST_00533,Nandini Mane,regular,upi,True,77263.36,1,0,1
UNSEEN_CUST_00534,Megha Bhatia,high_value,upi,True,250115.8,5,1,6
UNSEEN_CUST_00535,Veer Tailor,high_value,netbanking,True,157688.86,4,1,5
UNSEEN_CUST_00536,Tanveer Ahuja,regular,card,True,68902.52,5,1,6
UNSEEN_CUST_00537,Lopa D’Alia,regular,upi,True,91841.74,3,0,3
UNSEEN_CUST_00538,Jonathan Ram,regular,upi,True,57358.84,2,0,2
UNSEEN_CUST_00539,Timothy Ahuja,new,netbanking,True,13995.74,1,3,4
UNSEEN_CUST_00540,Vasatika Pillay,regular,upi,True,50774.78,2,1,3
UNSEEN_CUST_00541,Nitara Deol,regular,upi,True,49653.61,2,0,2
UNSEEN_CUST_00542,Bina Lanka,new,upi,True,12644.17,3,0,3
UNSEEN_CUST_00543,Darpan Dutt,new,card,True,10894.84,4,2,6
UNSEEN_CUST_00544,Tejas Sankaran,high_value,upi,True,163186.81,3,1,4
UNSEEN_CUST_00545,Balhaar Gulati,regular,card,True,39307.55,7,0,7
UNSEEN_CUST_00546,Manbir Palla,regular,card,True,33506.25,3,0,3
UNSEEN_CUST_00547,Quincy Madan,new,card,True,13893.04,3,1,4
UNSEEN_CUST_00548,Rehaan Maharaj,regular,netbanking,True,56737.86,2,1,3
UNSEEN_CUST_00549,Maanav Sundaram,regular,card,True,80941.51,5,0,5
UNSEEN_CUST_00550,Gautam Kari,regular,upi,True,85029.07,3,1,4
UNSEEN_CUST_00551,Ekta Natarajan,regular,card,True,37338.46,2,1,3
UNSEEN_CUST_00552,Vasudha Sangha,regular,upi,True,69206.17,0,0,0
UNSEEN_CUST_00553,Oliver Walia,regular,upi,True,87003.23,2,1,3
UNSEEN_CUST_00554,Netra Bansal,new,upi,True,8301.84,0,0,0
UNSEEN_CUST_00555,Hemang Chacko,new,card,True,11586.26,1,1,2
UNSEEN_CUST_00556,Zayan Purohit,new,card,True,17390.29,5,3,8
UNSEEN_CUST_00557,Yoshita Sundaram,regular,netbanking,True,67294.03,4,2,6
UNSEEN_CUST_00558,Jai Varghese,regular,netbanking,True,56380.05,2,2,4
UNSEEN_CUST_00559,Ira Doshi,regular,upi,True,69118.92,0,0,0
UNSEEN_CUST_00560,Yashoda Sekhon,regular,upi,True,50081.89,1,1,2
UNSEEN_CUST_00561,Deepa Ghose,regular,upi,True,35244.39,2,1,3
UNSEEN_CUST_00562,Girindra Mannan,regular,upi,True,22444.68,7,0,7
UNSEEN_CUST_00563,Chameli Parekh,regular,upi,True,74499.28,4,2,6
UNSEEN_CUST_00564,Harrison Prabhu,regular,card,True,23562.18,3,2,5
UNSEEN_CUST_00565,Arunima Kaur,regular,upi,True,37512.63,4,1,5
UNSEEN_CUST_00566,Mekhala Palla,regular,upi,True,64184.87,3,0,3
UNSEEN_CUST_00567,Aradhana Kuruvilla,regular,netbanking,True,71772.7,2,0,2
UNSEEN_CUST_00568,Rehaan Aurora,regular,card,False,80761.2,2,2,4
UNSEEN_CUST_00569,Ishita Bala,regular,upi,True,34545.35,3,0,3
UNSEEN_CUST_00570,Maya Savant,regular,upi,True,49458.99,3,0,3
UNSEEN_CUST_00571,Liam Ratta,regular,card,True,93687.09,3,0,3
UNSEEN_CUST_00572,Vamakshi Gala,regular,upi,True,95053.91,3,0,3
UNSEEN_CUST_00573,Yashica Sami,new,upi,True,8240.39,2,0,2
UNSEEN_CUST_00574,Balendra Balakrishnan,regular,upi,True,98192.98,3,0,3
UNSEEN_CUST_00575,Manbir Mishra,regular,upi,True,39382.89,6,1,7
UNSEEN_CUST_00576,Meghana Patla,regular,card,True,83647.25,4,1,5
UNSEEN_CUST_00577,Lucky Murthy,new,upi,True,17057.18,4,2,6
UNSEEN_CUST_00578,Vritti Rattan,regular,netbanking,True,53390.06,3,0,3
UNSEEN_CUST_00579,Owen Ahluwalia,high_value,upi,True,118984.2,2,1,3
UNSEEN_CUST_00580,Kalpit Dutt,regular,upi,True,41632.69,1,1,2
UNSEEN_CUST_00581,Faqid Kala,new,card,True,16495.18,3,2,5
UNSEEN_CUST_00582,Ekani Yohannan,regular,upi,True,23879.32,5,0,5
UNSEEN_CUST_00583,Hitesh Pai,regular,netbanking,True,54343.99,3,1,4
UNSEEN_CUST_00584,Devansh Mistry,regular,netbanking,True,60570.23,6,1,7
UNSEEN_CUST_00585,Karan Dhawan,regular,upi,True,60371.73,5,1,6
UNSEEN_CUST_00586,Hardik Bir,new,netbanking,True,16136.57,3,0,3
UNSEEN_CUST_00587,Sai Dhar,regular,upi,False,90600.64,3,0,3
UNSEEN_CUST_00588,Rajata Gola,regular,netbanking,True,90849.15,1,0,1
UNSEEN_CUST_00589,Dhriti Lall,regular,card,True,21933.63,2,2,4
UNSEEN_CUST_00590,Priya Khatri,high_value,upi,False,430869.06,0,0,0
UNSEEN_CUST_00591,Mitali Chahal,regular,upi,True,62520.13,1,0,1
UNSEEN_CUST_00592,Hritik Mane,regular,upi,True,44830.19,1,0,1
UNSEEN_CUST_00593,Devika Issac,new,upi,True,16797.36,0,0,0
UNSEEN_CUST_00594,Arunima Pai,high_value,netbanking,True,210015.4,1,0,1
UNSEEN_CUST_00595,Mason Murthy,regular,netbanking,True,71027.53,2,3,5
UNSEEN_CUST_00596,Kalpit Manne,regular,upi,True,76752.33,4,2,6
UNSEEN_CUST_00597,Ladli Arya,high_value,upi,True,338917.94,4,0,4
UNSEEN_CUST_00598,Wakeeta Sur,regular,upi,True,83641.23,4,0,4
UNSEEN_CUST_00599,Yashoda Sabharwal,regular,upi,True,82285.56,0,1,1
UNSEEN_CUST_00600,Bhavika Talwar,regular,upi,True,40695.77,3,0,3
UNSEEN_CUST_00601,Maanav Ghosh,regular,upi,True,62834.29,1,2,3
UNSEEN_CUST_00602,Jhalak Butala,new,upi,True,15851.94,2,0,2
UNSEEN_CUST_00603,Inaya Mitter,regular,netbanking,True,76266.52,1,1,2
UNSEEN_CUST_00604,Urvi Upadhyay,regular,netbanking,True,75891.01,8,1,9
UNSEEN_CUST_00605,Laksh Ramachandran,high_value,card,True,466614.9,2,0,2
UNSEEN_CUST_00606,Ekiya Tank,regular,upi,True,44085.44,4,1,5
UNSEEN_CUST_00607,Azaan Soman,regular,upi,True,67544.85,2,2,4
UNSEEN_CUST_00608,Henry Shankar,regular,upi,True,71526.23,2,1,3
UNSEEN_CUST_00609,Kevin Ray,regular,card,True,68610.82,2,2,4
UNSEEN_CUST_00610,Barkha Salvi,regular,card,True,85584.51,3,1,4
UNSEEN_CUST_00611,Zayyan Kalita,regular,upi,True,67755.76,2,3,5
UNSEEN_CUST_00612,Reva Mahajan,new,upi,True,4903.1,0,1,1
UNSEEN_CUST_00613,Watika Gupta,new,card,True,17389.01,3,0,3
UNSEEN_CUST_00614,Abhimanyu Chada,high_value,upi,True,396453.21,1,1,2
UNSEEN_CUST_00615,Reyansh Mistry,regular,upi,True,63575.15,4,0,4
UNSEEN_CUST_00616,Chatura Koshy,regular,upi,True,20008.99,3,0,3
UNSEEN_CUST_00617,Azad Varma,regular,card,True,90617.25,1,0,1
UNSEEN_CUST_00618,Chakradev Baria,regular,upi,True,20411.33,0,3,3
UNSEEN_CUST_00619,Lakshit Kara,regular,upi,True,44514.13,2,0,2
UNSEEN_CUST_00620,Balhaar Shroff,regular,upi,True,67175.55,2,1,3
UNSEEN_CUST_00621,Omisha Oommen,high_value,card,True,194795.82,3,0,3
UNSEEN_CUST_00622,Divya Bali,high_value,upi,True,373718.9,4,2,6
UNSEEN_CUST_00623,Unnati Sheth,regular,netbanking,True,70366.89,0,0,0
UNSEEN_CUST_00624,Charles Prasad,regular,upi,True,81167.16,1,1,2
UNSEEN_CUST_00625,Henry Raval,regular,card,False,55753.89,4,0,4
UNSEEN_CUST_00626,Vedhika Bhatnagar,high_value,upi,True,129002.15,3,0,3
UNSEEN_CUST_00627,Dakshesh Venkataraman,regular,netbanking,True,74813.29,1,1,2
UNSEEN_CUST_00628,Samaksh Murthy,regular,card,False,42349.22,1,0,1
UNSEEN_CUST_00629,Warinder Apte,regular,netbanking,True,37505.45,2,0,2
UNSEEN_CUST_00630,Fiyaz Ganguly,regular,upi,True,31879.61,4,0,4
UNSEEN_CUST_00631,Kevin Guha,regular,netbanking,True,76703.05,6,0,6
UNSEEN_CUST_00632,Alka Nadkarni,regular,upi,True,89429.85,5,0,5
UNSEEN_CUST_00633,Lavanya Mitra,new,card,True,17776.8,1,3,4
UNSEEN_CUST_00634,Vansha Hari,regular,card,True,30741.32,1,1,2
UNSEEN_CUST_00635,Vedhika Subramanian,regular,upi,True,87306.65,4,0,4
UNSEEN_CUST_00636,Yutika Barman,regular,card,True,76034.03,4,2,6
UNSEEN_CUST_00637,Yashasvi Saha,regular,card,True,90988.2,2,0,2
UNSEEN_CUST_00638,Krisha Madan,regular,card,False,40426.42,3,1,4
UNSEEN_CUST_00639,Unni Sur,regular,card,True,97560.73,4,0,4
UNSEEN_CUST_00640,Nirja Chacko,new,upi,True,14884.15,0,0,0
UNSEEN_CUST_00641,Vivaan Sengupta,regular,card,True,49426.96,0,0,0
UNSEEN_CUST_00642,Pooja Varghese,regular,upi,True,82789.41,4,1,5
UNSEEN_CUST_00643,Falguni Raju,high_value,upi,True,366124.66,3,2,5
UNSEEN_CUST_00644,Lucky Hari,regular,upi,True,39961.74,1,0,1
UNSEEN_CUST_00645,Dayita Ahuja,regular,upi,True,94004.37,1,1,2
UNSEEN_CUST_00646,Yash Mangal,regular,card,True,57614.64,4,1,5
UNSEEN_CUST_00647,Ishita Vasa,regular,netbanking,True,42642.78,4,1,5
UNSEEN_CUST_00648,Rudra Kala,new,card,False,18466.34,4,0,4
UNSEEN_CUST_00649,Udyati Srinivasan,new,card,True,13763.46,3,0,3
UNSEEN_CUST_00650,Gopal Banerjee,regular,netbanking,True,68196.98,4,0,4
UNSEEN_CUST_00651,Edhitha Sem,regular,upi,True,92962.51,6,0,6
UNSEEN_CUST_00652,Kiaan Dash,regular,upi,False,44361.04,0,0,0
UNSEEN_CUST_00653,Avi Randhawa,regular,netbanking,True,63864.76,4,1,5
UNSEEN_CUST_00654,Hritik Dhingra,regular,upi,True,48822.27,2,2,4
UNSEEN_CUST_00655,Theodore Pall,regular,netbanking,True,78146.26,2,0,2
UNSEEN_CUST_00656,Udyati Bhargava,regular,upi,False,68799.06,1,0,1
UNSEEN_CUST_00657,Ati Kashyap,regular,upi,True,58125.26,7,2,9
UNSEEN_CUST_00658,Veer Walla,new,upi,True,16277.76,3,0,3
UNSEEN_CUST_00659,Aadhya Karpe,new,upi,True,4018.65,4,2,6
UNSEEN_CUST_00660,Tristan Warrior,regular,upi,True,66806.45,2,1,3
